instant,date,season,year,month,hour,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_count,bln,cuaca,musim
216,2011-01-10,1,0,1,6,0,1,Weekday,1,0.12,0.1212,0.5,0.2836,0,31,31,Jan,Clear,Spring
217,2011-01-10,1,0,1,7,0,1,Weekday,1,0.12,0.1212,0.5,0.2239,2,75,77,Jan,Clear,Spring
218,2011-01-10,1,0,1,8,0,1,Weekday,2,0.12,0.1212,0.5,0.2836,4,184,188,Jan,Cloudy,Spring
219,2011-01-10,1,0,1,9,0,1,Weekday,2,0.14,0.1212,0.5,0.2537,2,92,94,Jan,Cloudy,Spring
220,2011-01-10,1,0,1,10,0,1,Weekday,2,0.14,0.1212,0.5,0.2985,0,31,31,Jan,Cloudy,Spring
221,2011-01-10,1,0,1,11,0,1,Weekday,2,0.16,0.1364,0.47,0.2836,2,28,30,Jan,Cloudy,Spring
222,2011-01-10,1,0,1,12,0,1,Weekday,2,0.2,0.1818,0.4,0.2836,5,47,52,Jan,Cloudy,Spring
223,2011-01-10,1,0,1,13,0,1,Weekday,2,0.2,0.1818,0.4,0.2836,4,50,54,Jan,Cloudy,Spring
224,2011-01-10,1,0,1,14,0,1,Weekday,2,0.2,0.197,0.4,0.2239,0,47,47,Jan,Cloudy,Spring
225,2011-01-10,1,0,1,15,0,1,Weekday,2,0.2,0.197,0.4,0.2239,2,43,45,Jan,Cloudy,Spring
226,2011-01-10,1,0,1,16,0,1,Weekday,1,0.2,0.2121,0.4,0.1343,4,70,74,Jan,Clear,Spring
227,2011-01-10,1,0,1,17,0,1,Weekday,1,0.2,0.2273,0.4,0.1045,4,174,178,Jan,Clear,Spring
228,2011-01-10,1,0,1,18,0,1,Weekday,1,0.2,0.197,0.4,0.2239,1,154,155,Jan,Clear,Spring
229,2011-01-10,1,0,1,19,0,1,Weekday,1,0.16,0.1667,0.47,0.1642,3,92,95,Jan,Clear,Spring
230,2011-01-10,1,0,1,20,0,1,Weekday,1,0.16,0.1667,0.5,0.1642,1,73,74,Jan,Clear,Spring
231,2011-01-10,1,0,1,21,0,1,Weekday,1,0.14,0.1364,0.59,0.194,1,37,38,Jan,Clear,Spring
232,2011-01-10,1,0,1,22,0,1,Weekday,1,0.14,0.1515,0.59,0.1642,2,22,24,Jan,Clear,Spring
233,2011-01-10,1,0,1,23,0,1,Weekday,1,0.14,0.1515,0.59,0.1642,0,18,18,Jan,Clear,Spring
234,2011-01-11,1,0,1,0,0,2,Weekday,1,0.14,0.1667,0.59,0.1045,2,10,12,Jan,Clear,Spring
235,2011-01-11,1,0,1,1,0,2,Weekday,1,0.14,0.1515,0.59,0.1642,0,3,3,Jan,Clear,Spring
236,2011-01-11,1,0,1,2,0,2,Weekday,2,0.16,0.1515,0.55,0.194,0,3,3,Jan,Cloudy,Spring
237,2011-01-11,1,0,1,5,0,2,Weekday,2,0.16,0.1818,0.55,0.1343,0,6,6,Jan,Cloudy,Spring
238,2011-01-11,1,0,1,6,0,2,Weekday,2,0.16,0.1818,0.55,0.1343,0,27,27,Jan,Cloudy,Spring
239,2011-01-11,1,0,1,7,0,2,Weekday,2,0.16,0.2273,0.55,0.0,2,97,99,Jan,Cloudy,Spring
240,2011-01-11,1,0,1,8,0,2,Weekday,2,0.18,0.2121,0.51,0.0896,3,214,217,Jan,Cloudy,Spring
241,2011-01-11,1,0,1,9,0,2,Weekday,2,0.18,0.197,0.51,0.1642,3,127,130,Jan,Cloudy,Spring
242,2011-01-11,1,0,1,10,0,2,Weekday,2,0.2,0.2121,0.51,0.1642,3,51,54,Jan,Cloudy,Spring
243,2011-01-11,1,0,1,11,0,2,Weekday,2,0.2,0.2121,0.47,0.1343,4,31,35,Jan,Cloudy,Spring
244,2011-01-11,1,0,1,12,0,2,Weekday,2,0.2,0.2273,0.51,0.1045,2,55,57,Jan,Cloudy,Spring
245,2011-01-11,1,0,1,13,0,2,Weekday,2,0.2,0.2273,0.59,0.0896,6,46,52,Jan,Cloudy,Spring
246,2011-01-11,1,0,1,14,0,2,Weekday,2,0.2,0.2273,0.59,0.0896,3,60,63,Jan,Cloudy,Spring
247,2011-01-11,1,0,1,15,0,2,Weekday,2,0.16,0.197,0.8,0.0896,2,45,47,Jan,Cloudy,Spring
248,2011-01-11,1,0,1,16,0,2,Weekday,2,0.16,0.1515,0.86,0.2239,4,72,76,Jan,Cloudy,Spring
249,2011-01-11,1,0,1,17,0,2,Weekday,2,0.16,0.1515,0.86,0.2239,6,130,136,Jan,Cloudy,Spring
250,2011-01-11,1,0,1,18,0,2,Weekday,3,0.16,0.1818,0.93,0.1045,1,94,95,Jan,Light Snow,Spring
251,2011-01-11,1,0,1,19,0,2,Weekday,3,0.16,0.2273,0.93,0.0,0,51,51,Jan,Light Snow,Spring
252,2011-01-11,1,0,1,20,0,2,Weekday,3,0.16,0.1515,0.93,0.194,0,32,32,Jan,Light Snow,Spring
253,2011-01-11,1,0,1,21,0,2,Weekday,3,0.16,0.197,0.86,0.0896,0,20,20,Jan,Light Snow,Spring
254,2011-01-11,1,0,1,22,0,2,Weekday,3,0.16,0.1818,0.93,0.1045,1,28,29,Jan,Light Snow,Spring
255,2011-01-11,1,0,1,23,0,2,Weekday,3,0.16,0.197,0.93,0.0896,1,18,19,Jan,Light Snow,Spring
256,2011-01-12,1,0,1,0,0,3,Weekday,2,0.16,0.197,0.86,0.0896,0,7,7,Jan,Cloudy,Spring
257,2011-01-12,1,0,1,1,0,3,Weekday,2,0.16,0.1818,0.86,0.1045,0,6,6,Jan,Cloudy,Spring
258,2011-01-12,1,0,1,2,0,3,Weekday,1,0.14,0.1515,0.86,0.1343,0,1,1,Jan,Clear,Spring
259,2011-01-12,1,0,1,5,0,3,Weekday,1,0.14,0.1515,0.86,0.1642,0,5,5,Jan,Clear,Spring
260,2011-01-12,1,0,1,6,0,3,Weekday,1,0.12,0.1515,0.93,0.1343,0,16,16,Jan,Clear,Spring
261,2011-01-12,1,0,1,7,0,3,Weekday,1,0.14,0.1515,0.69,0.1343,0,54,54,Jan,Clear,Spring
262,2011-01-12,1,0,1,8,0,3,Weekday,1,0.16,0.1667,0.59,0.1642,3,125,128,Jan,Clear,Spring
263,2011-01-12,1,0,1,9,0,3,Weekday,1,0.16,0.1364,0.59,0.3284,3,78,81,Jan,Clear,Spring
264,2011-01-12,1,0,1,10,0,3,Weekday,1,0.18,0.1818,0.55,0.2239,0,39,39,Jan,Clear,Spring
265,2011-01-12,1,0,1,11,0,3,Weekday,1,0.2,0.1818,0.51,0.3881,3,32,35,Jan,Clear,Spring
266,2011-01-12,1,0,1,12,0,3,Weekday,1,0.2,0.1515,0.47,0.5821,3,52,55,Jan,Clear,Spring
267,2011-01-12,1,0,1,13,0,3,Weekday,1,0.22,0.197,0.44,0.3582,0,49,49,Jan,Clear,Spring
268,2011-01-12,1,0,1,14,0,3,Weekday,1,0.2,0.1818,0.47,0.3284,0,44,44,Jan,Clear,Spring
269,2011-01-12,1,0,1,15,0,3,Weekday,1,0.2,0.1667,0.47,0.4179,1,48,49,Jan,Clear,Spring
270,2011-01-12,1,0,1,16,0,3,Weekday,1,0.22,0.197,0.44,0.3284,5,63,68,Jan,Clear,Spring
271,2011-01-12,1,0,1,17,0,3,Weekday,1,0.2,0.1818,0.47,0.3582,0,139,139,Jan,Clear,Spring
272,2011-01-12,1,0,1,18,0,3,Weekday,1,0.2,0.1515,0.47,0.5224,2,135,137,Jan,Clear,Spring
273,2011-01-12,1,0,1,19,0,3,Weekday,1,0.18,0.1515,0.47,0.4179,1,82,83,Jan,Clear,Spring
274,2011-01-12,1,0,1,20,0,3,Weekday,1,0.16,0.1364,0.5,0.3284,2,54,56,Jan,Clear,Spring
275,2011-01-12,1,0,1,21,0,3,Weekday,1,0.16,0.1364,0.55,0.3284,0,57,57,Jan,Clear,Spring
276,2011-01-12,1,0,1,22,0,3,Weekday,1,0.16,0.1212,0.55,0.4478,1,32,33,Jan,Clear,Spring
277,2011-01-12,1,0,1,23,0,3,Weekday,1,0.14,0.1061,0.59,0.4179,1,19,20,Jan,Clear,Spring
278,2011-01-13,1,0,1,0,0,4,Weekday,1,0.14,0.1212,0.59,0.2836,1,6,7,Jan,Clear,Spring
279,2011-01-13,1,0,1,1,0,4,Weekday,1,0.14,0.1212,0.5,0.2836,0,2,2,Jan,Clear,Spring
280,2011-01-13,1,0,1,2,0,4,Weekday,1,0.14,0.1212,0.5,0.3582,0,2,2,Jan,Clear,Spring
281,2011-01-13,1,0,1,3,0,4,Weekday,1,0.14,0.1212,0.5,0.3284,0,3,3,Jan,Clear,Spring
282,2011-01-13,1,0,1,4,0,4,Weekday,1,0.14,0.1212,0.5,0.2537,0,4,4,Jan,Clear,Spring
283,2011-01-13,1,0,1,5,0,4,Weekday,1,0.14,0.1212,0.5,0.2985,0,3,3,Jan,Clear,Spring
284,2011-01-13,1,0,1,6,0,4,Weekday,1,0.12,0.1515,0.54,0.1343,0,28,28,Jan,Clear,Spring
285,2011-01-13,1,0,1,7,0,4,Weekday,1,0.12,0.1515,0.54,0.1343,0,72,72,Jan,Clear,Spring
286,2011-01-13,1,0,1,8,0,4,Weekday,1,0.14,0.1364,0.5,0.194,5,197,202,Jan,Clear,Spring
287,2011-01-13,1,0,1,9,0,4,Weekday,1,0.14,0.1212,0.5,0.3284,2,137,139,Jan,Clear,Spring
288,2011-01-13,1,0,1,10,0,4,Weekday,2,0.16,0.1364,0.5,0.3582,2,36,38,Jan,Cloudy,Spring
289,2011-01-13,1,0,1,11,0,4,Weekday,2,0.2,0.1667,0.44,0.4478,4,33,37,Jan,Cloudy,Spring
290,2011-01-13,1,0,1,12,0,4,Weekday,1,0.2,0.1667,0.44,0.4179,3,49,52,Jan,Clear,Spring
291,2011-01-13,1,0,1,13,0,4,Weekday,1,0.22,0.197,0.41,0.4478,2,81,83,Jan,Clear,Spring
292,2011-01-13,1,0,1,14,0,4,Weekday,1,0.22,0.197,0.41,0.3881,3,39,42,Jan,Clear,Spring
293,2011-01-13,1,0,1,15,0,4,Weekday,1,0.24,0.2121,0.38,0.2985,5,55,60,Jan,Clear,Spring
294,2011-01-13,1,0,1,16,0,4,Weekday,1,0.24,0.2121,0.38,0.3582,2,76,78,Jan,Clear,Spring
295,2011-01-13,1,0,1,17,0,4,Weekday,1,0.2,0.1818,0.4,0.2836,4,158,162,Jan,Clear,Spring
296,2011-01-13,1,0,1,18,0,4,Weekday,1,0.2,0.1818,0.4,0.3284,3,141,144,Jan,Clear,Spring
297,2011-01-13,1,0,1,19,0,4,Weekday,1,0.16,0.1515,0.47,0.2537,1,98,99,Jan,Clear,Spring
298,2011-01-13,1,0,1,20,0,4,Weekday,1,0.16,0.1515,0.47,0.2239,0,64,64,Jan,Clear,Spring
299,2011-01-13,1,0,1,21,0,4,Weekday,1,0.14,0.1212,0.46,0.2985,0,40,40,Jan,Clear,Spring
300,2011-01-13,1,0,1,22,0,4,Weekday,1,0.14,0.1212,0.46,0.3284,0,30,30,Jan,Clear,Spring
301,2011-01-13,1,0,1,23,0,4,Weekday,1,0.12,0.1364,0.5,0.194,1,14,15,Jan,Clear,Spring
302,2011-01-14,1,0,1,0,0,5,Weekday,1,0.12,0.1364,0.5,0.194,0,14,14,Jan,Clear,Spring
303,2011-01-14,1,0,1,1,0,5,Weekday,1,0.1,0.1212,0.54,0.1642,0,5,5,Jan,Clear,Spring
304,2011-01-14,1,0,1,2,0,5,Weekday,1,0.1,0.1212,0.54,0.1343,0,1,1,Jan,Clear,Spring
305,2011-01-14,1,0,1,3,0,5,Weekday,1,0.1,0.1364,0.54,0.1045,0,1,1,Jan,Clear,Spring
306,2011-01-14,1,0,1,5,0,5,Weekday,1,0.1,0.1364,0.54,0.0896,0,8,8,Jan,Clear,Spring
307,2011-01-14,1,0,1,6,0,5,Weekday,1,0.1,0.1818,0.54,0.0,0,17,17,Jan,Clear,Spring
308,2011-01-14,1,0,1,7,0,5,Weekday,1,0.1,0.1212,0.74,0.1642,0,70,70,Jan,Clear,Spring
309,2011-01-14,1,0,1,8,0,5,Weekday,1,0.12,0.1667,0.68,0.0,2,156,158,Jan,Clear,Spring
310,2011-01-14,1,0,1,9,0,5,Weekday,1,0.14,0.1515,0.69,0.1343,0,117,117,Jan,Clear,Spring
311,2011-01-14,1,0,1,10,0,5,Weekday,1,0.18,0.1818,0.55,0.194,4,40,44,Jan,Clear,Spring
312,2011-01-14,1,0,1,11,0,5,Weekday,1,0.18,0.1667,0.51,0.2836,6,47,53,Jan,Clear,Spring
313,2011-01-14,1,0,1,12,0,5,Weekday,1,0.2,0.197,0.44,0.2537,2,59,61,Jan,Clear,Spring
314,2011-01-14,1,0,1,13,0,5,Weekday,1,0.22,0.197,0.37,0.3881,4,73,77,Jan,Clear,Spring
315,2011-01-14,1,0,1,14,0,5,Weekday,1,0.22,0.2121,0.41,0.2836,5,59,64,Jan,Clear,Spring
316,2011-01-14,1,0,1,15,0,5,Weekday,1,0.24,0.2424,0.38,0.1642,9,59,68,Jan,Clear,Spring
317,2011-01-14,1,0,1,16,0,5,Weekday,1,0.22,0.2424,0.41,0.1045,3,87,90,Jan,Clear,Spring
318,2011-01-14,1,0,1,17,0,5,Weekday,1,0.22,0.2273,0.41,0.1642,4,155,159,Jan,Clear,Spring
319,2011-01-14,1,0,1,18,0,5,Weekday,1,0.2,0.2576,0.47,0.0,5,134,139,Jan,Clear,Spring
320,2011-01-14,1,0,1,19,0,5,Weekday,1,0.16,0.197,0.59,0.0896,3,89,92,Jan,Clear,Spring
321,2011-01-14,1,0,1,20,0,5,Weekday,1,0.18,0.2424,0.59,0.0,0,68,68,Jan,Clear,Spring
322,2011-01-14,1,0,1,21,0,5,Weekday,1,0.16,0.2273,0.69,0.0,4,48,52,Jan,Clear,Spring
323,2011-01-14,1,0,1,22,0,5,Weekday,2,0.16,0.2273,0.69,0.0,2,34,36,Jan,Cloudy,Spring
324,2011-01-14,1,0,1,23,0,5,Weekday,2,0.18,0.2424,0.55,0.0,1,26,27,Jan,Cloudy,Spring
325,2011-01-15,1,0,1,0,0,6,Weekend,1,0.18,0.2424,0.55,0.0,3,25,28,Jan,Clear,Spring
326,2011-01-15,1,0,1,1,0,6,Weekend,2,0.16,0.197,0.59,0.0896,2,18,20,Jan,Cloudy,Spring
327,2011-01-15,1,0,1,2,0,6,Weekend,2,0.16,0.197,0.59,0.0896,0,12,12,Jan,Cloudy,Spring
328,2011-01-15,1,0,1,3,0,6,Weekend,2,0.16,0.2273,0.59,0.0,1,7,8,Jan,Cloudy,Spring
329,2011-01-15,1,0,1,4,0,6,Weekend,2,0.16,0.2273,0.59,0.0,0,5,5,Jan,Cloudy,Spring
330,2011-01-15,1,0,1,5,0,6,Weekend,1,0.16,0.2273,0.59,0.0,0,1,1,Jan,Clear,Spring
331,2011-01-15,1,0,1,6,0,6,Weekend,1,0.14,0.1667,0.63,0.1045,1,2,3,Jan,Clear,Spring
332,2011-01-15,1,0,1,7,0,6,Weekend,1,0.14,0.2121,0.63,0.0,1,9,10,Jan,Clear,Spring
333,2011-01-15,1,0,1,8,0,6,Weekend,1,0.14,0.1515,0.63,0.1343,1,22,23,Jan,Clear,Spring
334,2011-01-15,1,0,1,9,0,6,Weekend,1,0.16,0.1818,0.64,0.1343,2,31,33,Jan,Clear,Spring
335,2011-01-15,1,0,1,10,0,6,Weekend,1,0.18,0.197,0.59,0.1642,2,57,59,Jan,Clear,Spring
336,2011-01-15,1,0,1,11,0,6,Weekend,1,0.2,0.197,0.55,0.2239,18,54,72,Jan,Clear,Spring
337,2011-01-15,1,0,1,12,0,6,Weekend,1,0.24,0.2273,0.48,0.2239,15,74,89,Jan,Clear,Spring
338,2011-01-15,1,0,1,13,0,6,Weekend,1,0.28,0.2576,0.38,0.2985,21,80,101,Jan,Clear,Spring
339,2011-01-15,1,0,1,14,0,6,Weekend,1,0.3,0.2879,0.39,0.2836,26,92,118,Jan,Clear,Spring
340,2011-01-15,1,0,1,15,0,6,Weekend,2,0.32,0.3182,0.36,0.194,21,108,129,Jan,Cloudy,Spring
341,2011-01-15,1,0,1,16,0,6,Weekend,2,0.34,0.3333,0.34,0.194,33,95,128,Jan,Cloudy,Spring
342,2011-01-15,1,0,1,17,0,6,Weekend,2,0.32,0.303,0.36,0.2836,29,54,83,Jan,Cloudy,Spring
343,2011-01-15,1,0,1,18,0,6,Weekend,2,0.3,0.2879,0.45,0.2537,15,69,84,Jan,Cloudy,Spring
344,2011-01-15,1,0,1,19,0,6,Weekend,2,0.32,0.303,0.39,0.2537,14,60,74,Jan,Cloudy,Spring
345,2011-01-15,1,0,1,20,0,6,Weekend,2,0.32,0.303,0.39,0.2537,6,35,41,Jan,Cloudy,Spring
346,2011-01-15,1,0,1,21,0,6,Weekend,2,0.32,0.303,0.39,0.2239,6,51,57,Jan,Cloudy,Spring
347,2011-01-15,1,0,1,22,0,6,Weekend,2,0.3,0.3182,0.42,0.1045,0,26,26,Jan,Cloudy,Spring
348,2011-01-15,1,0,1,23,0,6,Weekend,1,0.3,0.2879,0.45,0.2836,5,39,44,Jan,Clear,Spring
349,2011-01-16,1,0,1,0,0,0,Weekend,1,0.26,0.303,0.56,0.0,6,33,39,Jan,Clear,Spring
350,2011-01-16,1,0,1,1,0,0,Weekend,1,0.26,0.2727,0.56,0.1343,4,19,23,Jan,Clear,Spring
351,2011-01-16,1,0,1,2,0,0,Weekend,1,0.26,0.2879,0.56,0.0896,3,13,16,Jan,Clear,Spring
352,2011-01-16,1,0,1,3,0,0,Weekend,1,0.22,0.2727,0.69,0.0,9,6,15,Jan,Clear,Spring
353,2011-01-16,1,0,1,4,0,0,Weekend,1,0.26,0.2576,0.56,0.1642,0,1,1,Jan,Clear,Spring
354,2011-01-16,1,0,1,5,0,0,Weekend,2,0.26,0.2576,0.56,0.1642,1,1,2,Jan,Cloudy,Spring
355,2011-01-16,1,0,1,6,0,0,Weekend,2,0.26,0.2576,0.56,0.1642,0,1,1,Jan,Cloudy,Spring
356,2011-01-16,1,0,1,7,0,0,Weekend,2,0.24,0.2121,0.56,0.2985,0,3,3,Jan,Cloudy,Spring
357,2011-01-16,1,0,1,8,0,0,Weekend,1,0.22,0.2121,0.55,0.2836,0,18,18,Jan,Clear,Spring
358,2011-01-16,1,0,1,9,0,0,Weekend,1,0.22,0.2121,0.51,0.2537,3,29,32,Jan,Clear,Spring
359,2011-01-16,1,0,1,10,0,0,Weekend,1,0.22,0.2121,0.51,0.2836,8,71,79,Jan,Clear,Spring
360,2011-01-16,1,0,1,11,0,0,Weekend,1,0.24,0.2273,0.44,0.2537,23,70,93,Jan,Clear,Spring
361,2011-01-16,1,0,1,12,0,0,Weekend,1,0.24,0.2121,0.41,0.2836,29,75,104,Jan,Clear,Spring
362,2011-01-16,1,0,1,13,0,0,Weekend,1,0.26,0.2273,0.35,0.2985,23,95,118,Jan,Clear,Spring
363,2011-01-16,1,0,1,14,0,0,Weekend,1,0.28,0.2727,0.36,0.2537,22,69,91,Jan,Clear,Spring
364,2011-01-16,1,0,1,15,0,0,Weekend,1,0.26,0.2424,0.38,0.2537,35,78,113,Jan,Clear,Spring
365,2011-01-16,1,0,1,16,0,0,Weekend,1,0.24,0.2273,0.38,0.2239,22,77,99,Jan,Clear,Spring
366,2011-01-16,1,0,1,17,0,0,Weekend,1,0.22,0.2121,0.37,0.2537,23,82,105,Jan,Clear,Spring
367,2011-01-16,1,0,1,18,0,0,Weekend,1,0.2,0.2121,0.4,0.1642,11,56,67,Jan,Clear,Spring
368,2011-01-16,1,0,1,19,0,0,Weekend,1,0.18,0.197,0.47,0.1343,14,47,61,Jan,Clear,Spring
369,2011-01-16,1,0,1,20,0,0,Weekend,1,0.18,0.197,0.47,0.1642,7,50,57,Jan,Clear,Spring
370,2011-01-16,1,0,1,21,0,0,Weekend,1,0.18,0.197,0.51,0.1642,6,22,28,Jan,Clear,Spring
371,2011-01-16,1,0,1,22,0,0,Weekend,2,0.2,0.2121,0.49,0.1343,2,19,21,Jan,Cloudy,Spring
372,2011-01-16,1,0,1,23,0,0,Weekend,2,0.2,0.2273,0.4,0.1045,0,18,18,Jan,Cloudy,Spring
373,2011-01-17,1,0,1,0,1,1,Weekend,2,0.2,0.197,0.47,0.2239,1,16,17,Jan,Cloudy,Spring
374,2011-01-17,1,0,1,1,1,1,Weekend,2,0.2,0.197,0.44,0.194,1,15,16,Jan,Cloudy,Spring
375,2011-01-17,1,0,1,2,1,1,Weekend,2,0.18,0.1667,0.43,0.2537,0,8,8,Jan,Cloudy,Spring
376,2011-01-17,1,0,1,3,1,1,Weekend,2,0.18,0.1818,0.43,0.194,0,2,2,Jan,Cloudy,Spring
377,2011-01-17,1,0,1,4,1,1,Weekend,2,0.18,0.197,0.43,0.1343,1,2,3,Jan,Cloudy,Spring
378,2011-01-17,1,0,1,5,1,1,Weekend,2,0.18,0.197,0.43,0.1642,0,1,1,Jan,Cloudy,Spring
379,2011-01-17,1,0,1,6,1,1,Weekend,2,0.18,0.1818,0.43,0.194,0,5,5,Jan,Cloudy,Spring
380,2011-01-17,1,0,1,7,1,1,Weekend,2,0.16,0.1818,0.5,0.1343,4,9,13,Jan,Cloudy,Spring
381,2011-01-17,1,0,1,8,1,1,Weekend,2,0.16,0.1515,0.47,0.2239,3,30,33,Jan,Cloudy,Spring
382,2011-01-17,1,0,1,9,1,1,Weekend,2,0.16,0.1515,0.47,0.2239,8,39,47,Jan,Cloudy,Spring
383,2011-01-17,1,0,1,10,1,1,Weekend,2,0.16,0.1515,0.5,0.2537,7,50,57,Jan,Cloudy,Spring
384,2011-01-17,1,0,1,11,1,1,Weekend,2,0.16,0.1515,0.55,0.194,9,55,64,Jan,Cloudy,Spring
385,2011-01-17,1,0,1,12,1,1,Weekend,2,0.18,0.197,0.47,0.1343,10,70,80,Jan,Cloudy,Spring
386,2011-01-17,1,0,1,13,1,1,Weekend,2,0.18,0.197,0.47,0.1343,13,80,93,Jan,Cloudy,Spring
387,2011-01-17,1,0,1,14,1,1,Weekend,2,0.18,0.2121,0.43,0.1045,12,74,86,Jan,Cloudy,Spring
388,2011-01-17,1,0,1,15,1,1,Weekend,2,0.2,0.2121,0.47,0.1642,21,72,93,Jan,Cloudy,Spring
389,2011-01-17,1,0,1,16,1,1,Weekend,2,0.2,0.2121,0.47,0.1642,6,76,82,Jan,Cloudy,Spring
390,2011-01-17,1,0,1,17,1,1,Weekend,1,0.2,0.197,0.51,0.194,4,67,71,Jan,Clear,Spring
391,2011-01-17,1,0,1,18,1,1,Weekend,2,0.18,0.1667,0.55,0.2537,7,85,92,Jan,Cloudy,Spring
392,2011-01-17,1,0,1,19,1,1,Weekend,3,0.18,0.1818,0.59,0.194,2,58,60,Jan,Light Snow,Spring
393,2011-01-17,1,0,1,20,1,1,Weekend,3,0.16,0.1515,0.8,0.194,4,29,33,Jan,Light Snow,Spring
394,2011-01-17,1,0,1,21,1,1,Weekend,3,0.16,0.1515,0.8,0.194,3,24,27,Jan,Light Snow,Spring
395,2011-01-17,1,0,1,22,1,1,Weekend,3,0.14,0.1212,0.93,0.2537,0,13,13,Jan,Light Snow,Spring
396,2011-01-17,1,0,1,23,1,1,Weekend,3,0.16,0.1364,0.86,0.2836,1,3,4,Jan,Light Snow,Spring
397,2011-01-18,1,0,1,12,0,2,Weekday,2,0.2,0.1818,0.86,0.3284,0,3,3,Jan,Cloudy,Spring
398,2011-01-18,1,0,1,13,0,2,Weekday,2,0.2,0.197,0.86,0.2239,0,22,22,Jan,Cloudy,Spring
399,2011-01-18,1,0,1,14,0,2,Weekday,2,0.22,0.2273,0.8,0.1642,2,26,28,Jan,Cloudy,Spring
400,2011-01-18,1,0,1,15,0,2,Weekday,2,0.22,0.2273,0.87,0.1642,3,32,35,Jan,Cloudy,Spring
401,2011-01-18,1,0,1,16,0,2,Weekday,2,0.22,0.2273,0.87,0.194,0,61,61,Jan,Cloudy,Spring
402,2011-01-18,1,0,1,17,0,2,Weekday,2,0.22,0.2273,0.82,0.194,1,124,125,Jan,Cloudy,Spring
403,2011-01-18,1,0,1,18,0,2,Weekday,2,0.22,0.2273,0.8,0.1642,1,132,133,Jan,Cloudy,Spring
404,2011-01-18,1,0,1,19,0,2,Weekday,2,0.22,0.2273,0.8,0.1343,1,98,99,Jan,Cloudy,Spring
405,2011-01-18,1,0,1,20,0,2,Weekday,2,0.22,0.2727,0.87,0.0,0,83,83,Jan,Cloudy,Spring
406,2011-01-18,1,0,1,21,0,2,Weekday,2,0.22,0.2424,0.93,0.1045,0,41,41,Jan,Cloudy,Spring
407,2011-01-18,1,0,1,22,0,2,Weekday,2,0.22,0.2576,0.93,0.0896,0,33,33,Jan,Cloudy,Spring
408,2011-01-18,1,0,1,23,0,2,Weekday,2,0.22,0.2727,0.93,0.0,1,19,20,Jan,Cloudy,Spring
409,2011-01-19,1,0,1,0,0,3,Weekday,2,0.22,0.2727,0.93,0.0,0,3,3,Jan,Cloudy,Spring
410,2011-01-19,1,0,1,1,0,3,Weekday,3,0.22,0.2273,0.93,0.1343,1,6,7,Jan,Light Snow,Spring
411,2011-01-19,1,0,1,2,0,3,Weekday,3,0.22,0.2273,0.93,0.1343,0,3,3,Jan,Light Snow,Spring
412,2011-01-19,1,0,1,4,0,3,Weekday,3,0.22,0.2273,0.93,0.1343,1,1,2,Jan,Light Snow,Spring
413,2011-01-19,1,0,1,5,0,3,Weekday,2,0.22,0.2576,0.93,0.0896,0,7,7,Jan,Cloudy,Spring
414,2011-01-19,1,0,1,6,0,3,Weekday,2,0.22,0.2576,0.93,0.0896,0,32,32,Jan,Cloudy,Spring
415,2011-01-19,1,0,1,7,0,3,Weekday,2,0.24,0.2576,0.92,0.1045,1,89,90,Jan,Cloudy,Spring
416,2011-01-19,1,0,1,8,0,3,Weekday,2,0.24,0.2576,0.93,0.1045,1,196,197,Jan,Cloudy,Spring
417,2011-01-19,1,0,1,9,0,3,Weekday,2,0.24,0.2576,0.93,0.1045,2,107,109,Jan,Cloudy,Spring
418,2011-01-19,1,0,1,10,0,3,Weekday,2,0.26,0.2727,0.93,0.1343,1,46,47,Jan,Cloudy,Spring
419,2011-01-19,1,0,1,11,0,3,Weekday,2,0.28,0.303,0.87,0.0896,5,47,52,Jan,Cloudy,Spring
420,2011-01-19,1,0,1,12,0,3,Weekday,2,0.3,0.3182,0.81,0.0896,5,65,70,Jan,Cloudy,Spring
421,2011-01-19,1,0,1,13,0,3,Weekday,1,0.4,0.4091,0.62,0.2836,11,67,78,Jan,Clear,Spring
422,2011-01-19,1,0,1,14,0,3,Weekday,1,0.4,0.4091,0.58,0.2537,7,68,75,Jan,Clear,Spring
423,2011-01-19,1,0,1,15,0,3,Weekday,1,0.4,0.4091,0.54,0.2836,4,78,82,Jan,Clear,Spring
424,2011-01-19,1,0,1,16,0,3,Weekday,1,0.38,0.3939,0.58,0.3881,10,94,104,Jan,Clear,Spring
425,2011-01-19,1,0,1,17,0,3,Weekday,1,0.36,0.3333,0.57,0.3284,7,190,197,Jan,Clear,Spring
426,2011-01-19,1,0,1,18,0,3,Weekday,1,0.34,0.3182,0.61,0.2836,5,156,161,Jan,Clear,Spring
427,2011-01-19,1,0,1,19,0,3,Weekday,1,0.32,0.2879,0.57,0.4179,4,108,112,Jan,Clear,Spring
428,2011-01-19,1,0,1,20,0,3,Weekday,1,0.32,0.303,0.49,0.2985,2,74,76,Jan,Clear,Spring
429,2011-01-19,1,0,1,21,0,3,Weekday,1,0.32,0.2879,0.49,0.4179,4,55,59,Jan,Clear,Spring
430,2011-01-19,1,0,1,22,0,3,Weekday,1,0.3,0.303,0.52,0.1642,6,53,59,Jan,Clear,Spring
